ros_time,recv_time_utc,ax,ay,az,gx,gy,gz,roll,pitch,yaw,timeantwifi,usciclo1,usciclo2,usciclo3,usciclo4,usciclo5,si,accmag,microsds,k3
1782389792.553571,2026-06-25T12:16:32.553Z,-187.51,-17.08,997.35,-3593.19,13513.33,-15794.01,73629.48,-27342.83,10217.04,2307433466.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.97,182949.00,0.75
1782389792.570102,2026-06-25T12:16:32.570Z,-187.39,-17.08,997.47,-3606.31,13530.83,-15811.51,73629.47,-27342.81,10219.00,2307533547.00,19999.00,19999.00,19999.00,20041.00,19977.00,-0.60,1015.07,182949.00,0.75
1782389792.586598,2026-06-25T12:16:32.586Z,-187.39,-17.08,997.23,-3615.06,13552.70,-15824.64,73629.45,-27342.80,10220.96,2307633684.00,19980.00,20064.00,19935.00,19999.00,19999.00,-0.60,1014.83,182949.00,0.75
1782389792.606122,2026-06-25T12:16:32.606Z,-187.15,-17.20,997.11,-3645.69,13517.70,-15829.01,73629.43,-27342.78,10222.91,2307733643.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.66,182949.00,0.75
1782389792.61922,2026-06-25T12:16:32.619Z,-187.15,-17.08,997.11,-3588.81,13530.83,-15811.51,73629.41,-27342.76,10224.87,2307834149.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.66,182949.00,0.75
1782389792.635799,2026-06-25T12:16:32.635Z,-187.15,-16.84,997.23,-3632.56,13539.58,-15815.89,73629.39,-27342.75,10226.83,2307934343.00,19999.00,19999.00,19999.00,20003.00,19995.00,-0.60,1014.78,182949.00,0.75
1782389792.651137,2026-06-25T12:16:32.651Z,-187.15,-17.08,997.35,-3654.44,13596.45,-15811.51,73629.38,-27342.73,10228.78,2308033974.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.90,182949.00,0.75
1782389793.644683,2026-06-25T12:16:33.644Z,-186.90,-16.71,997.11,-3873.19,13767.08,-15780.89,73629.34,-27342.72,10230.74,2308273329.00,155431.00,19923.00,19995.00,19999.00,19999.00,-0.59,1014.61,182949.00,0.75
1782389793.661248,2026-06-25T12:16:33.661Z,-187.15,-16.71,997.23,-3877.56,13837.08,-15785.26,73629.31,-27342.72,10232.69,2308373563.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.77,182949.00,0.75
1782389793.677697,2026-06-25T12:16:33.677Z,-187.03,-17.08,997.23,-3903.81,13823.95,-15767.76,73629.28,-27342.71,10234.64,2308473311.00,19999.00,19999.00,19999.00,19999.00,20040.00,-0.59,1014.76,189366.00,0.75
1782389793.694217,2026-06-25T12:16:33.694Z,-186.78,-16.96,997.23,-3842.56,13775.83,-15798.39,73629.25,-27342.71,10236.60,2308573373.00,19958.00,19999.00,19999.00,20003.00,19995.00,-0.59,1014.71,189366.00,0.75
1782389793.710351,2026-06-25T12:16:33.710Z,-186.66,-16.71,997.11,-3908.19,13762.70,-15767.76,73629.22,-27342.71,10238.55,2308673956.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.56,189366.00,0.75
1782389793.726834,2026-06-25T12:16:33.726Z,-186.78,-16.84,996.98,-3860.06,13784.58,-15772.14,73629.19,-27342.70,10240.50,2308773543.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.47,189366.00,0.75
1782389793.743335,2026-06-25T12:16:33.743Z,-186.90,-17.08,996.74,-3903.81,13802.08,-15794.01,73629.16,-27342.70,10242.45,2308873644.00,19999.00,19999.00,20035.00,19963.00,19999.00,-0.59,1014.26,189366.00,0.75
1782389793.759726,2026-06-25T12:16:33.759Z,-187.15,-17.08,996.62,-3860.06,13767.08,-15798.39,73629.13,-27342.69,10244.41,2308973844.00,20010.00,19988.00,19999.00,19999.00,19999.00,-0.60,1014.18,189366.00,0.75
1782389793.776147,2026-06-25T12:16:33.776Z,-187.15,-16.96,996.62,-3868.81,13837.08,-15780.89,73629.09,-27342.69,10246.36,2309074116.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.18,189366.00,0.75
1782389793.791515,2026-06-25T12:16:33.791Z,-187.27,-16.96,996.62,-3895.06,13775.83,-15780.89,73629.06,-27342.69,10248.31,2309174436.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.20,189366.00,0.75
1782389794.784269,2026-06-25T12:16:34.784Z,-187.64,-17.08,996.86,-3628.19,13574.58,-15767.76,73629.04,-27342.69,10250.26,2309413328.00,156005.00,19999.00,20080.00,19919.00,19999.00,-0.60,1014.51,189366.00,0.75
1782389794.800681,2026-06-25T12:16:34.800Z,-187.64,-17.32,996.50,-3615.06,13539.58,-15794.01,73629.02,-27342.68,10252.22,2309513147.00,19999.00,20004.00,19994.00,19999.00,20000.00,-0.60,1014.16,172262.00,0.75
1782389794.817079,2026-06-25T12:16:34.817Z,-187.64,-17.45,996.37,-3615.06,13605.20,-15789.64,73629.00,-27342.68,10254.18,2309613513.00,19999.00,19999.00,20033.00,19966.00,19999.00,-0.60,1014.04,172262.00,0.75
1782389794.833561,2026-06-25T12:16:34.833Z,-187.76,-17.57,996.25,-3632.56,13578.95,-15798.39,73628.98,-27342.67,10256.13,2309713723.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.94,172262.00,0.75
1782389794.850078,2026-06-25T12:16:34.850Z,-187.64,-17.57,996.01,-3650.06,13552.70,-15794.01,73628.95,-27342.66,10258.09,2309813744.00,19999.00,19999.00,19999.00,20030.00,19969.00,-0.60,1013.68,172262.00,0.75
1782389794.866524,2026-06-25T12:16:34.866Z,-187.64,-17.69,995.76,-3676.31,13539.58,-15802.76,73628.93,-27342.66,10260.05,2309913595.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.44,172262.00,0.75
1782389794.882945,2026-06-25T12:16:34.883Z,-187.64,-17.57,996.01,-3623.81,13513.33,-15811.51,73628.91,-27342.66,10262.00,2310013675.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.68,172262.00,0.75
1782389794.899435,2026-06-25T12:16:34.899Z,-187.64,-17.45,996.01,-3588.81,13526.45,-15837.76,73628.88,-27342.66,10263.96,2310114207.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.68,172262.00,0.75
1782389794.915851,2026-06-25T12:16:34.915Z,-187.51,-17.32,996.13,-3654.44,13578.95,-15767.76,73628.86,-27342.66,10265.91,2310213977.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.77,172262.00,0.75
1782389794.931152,2026-06-25T12:16:34.931Z,-187.64,-17.45,996.37,-3654.44,13487.08,-15807.14,73628.84,-27342.66,10267.87,2310313976.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.04,172262.00,0.75
1782389795.924355,2026-06-25T12:16:35.924Z,-186.90,-17.08,996.62,-3798.81,13727.70,-15789.64,73628.80,-27342.66,10269.82,2310553432.00,155627.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.14,172262.00,0.75
1782389795.940789,2026-06-25T12:16:35.940Z,-186.66,-17.08,996.50,-3798.81,13723.33,-15785.26,73628.78,-27342.66,10271.77,2310653410.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1013.97,173709.00,0.75
1782389795.957192,2026-06-25T12:16:35.957Z,-186.66,-17.08,996.62,-3746.31,13666.45,-15789.64,73628.76,-27342.66,10273.73,2310753274.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.09,173709.00,0.75
1782389795.973615,2026-06-25T12:16:35.973Z,-186.66,-17.08,996.50,-3711.31,13653.33,-15776.51,73628.73,-27342.67,10275.68,2310853672.00,19999.00,19999.00,19999.00,19999.00,20025.00,-0.59,1013.97,173709.00,0.75
1782389795.990102,2026-06-25T12:16:35.990Z,-186.66,-16.96,996.62,-3759.44,13697.08,-15802.76,73628.71,-27342.68,10277.63,2310953543.00,19973.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.09,173709.00,0.75
1782389796.006506,2026-06-25T12:16:36.006Z,-186.54,-16.96,996.62,-3759.44,13705.83,-15789.64,73628.69,-27342.69,10279.58,2311053823.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.07,173709.00,0.75
1782389796.023011,2026-06-25T12:16:36.023Z,-186.54,-17.08,996.86,-3755.06,13657.70,-15785.26,73628.66,-27342.69,10281.53,2311153673.00,20026.00,19973.00,19999.00,20007.00,19992.00,-0.59,1014.31,173709.00,0.75
1782389796.039347,2026-06-25T12:16:36.039Z,-186.66,-16.96,996.74,-3781.31,13701.45,-15798.39,73628.65,-27342.70,10283.48,2311253883.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.21,173709.00,0.75
1782389796.055885,2026-06-25T12:16:36.055Z,-186.66,-16.96,996.74,-3798.81,13736.45,-15802.76,73628.63,-27342.71,10285.43,2311354061.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.21,173709.00,0.75
1782389796.071151,2026-06-25T12:16:36.071Z,-186.66,-17.20,996.86,-3803.19,13714.58,-15780.89,73628.62,-27342.72,10287.38,2311454181.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1014.33,173709.00,0.75
1782389797.064127,2026-06-25T12:16:37.064Z,-187.64,-17.32,996.50,-3781.31,13692.70,-15780.89,73628.60,-27342.73,10289.33,2311693466.00,155648.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.16,173709.00,0.75
1782389797.080369,2026-06-25T12:16:37.080Z,-187.76,-17.32,996.37,-3759.44,13675.20,-15798.39,73628.59,-27342.75,10291.27,2311793536.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.06,173200.00,0.75
1782389797.097251,2026-06-25T12:16:37.097Z,-187.64,-17.32,996.50,-3868.81,13775.83,-15763.39,73628.56,-27342.76,10293.22,2311893266.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.16,173200.00,0.75
1782389797.113647,2026-06-25T12:16:37.113Z,-187.64,-17.20,996.50,-3820.69,13718.95,-15802.76,73628.55,-27342.77,10295.17,2311993565.00,19999.00,20074.00,19924.00,20021.00,19978.00,-0.60,1014.15,173200.00,0.75
1782389797.13045,2026-06-25T12:16:37.130Z,-187.39,-17.08,996.50,-3798.81,13745.20,-15785.26,73628.53,-27342.79,10297.11,2312093841.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.11,173200.00,0.75
1782389797.146523,2026-06-25T12:16:37.146Z,-187.39,-17.20,996.50,-3807.56,13745.20,-15780.89,73628.52,-27342.79,10299.06,2312193943.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.11,173200.00,0.75
1782389797.162887,2026-06-25T12:16:37.162Z,-187.51,-17.20,996.62,-3750.69,13683.95,-15763.39,73628.50,-27342.81,10301.01,2312293679.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.25,173200.00,0.75
1782389797.179419,2026-06-25T12:16:37.179Z,-187.51,-17.45,996.37,-3750.69,13683.95,-15794.01,73628.48,-27342.82,10302.95,2312394232.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.02,173200.00,0.75
1782389797.195733,2026-06-25T12:16:37.195Z,-187.39,-17.57,996.25,-3781.31,13718.95,-15737.14,73628.47,-27342.84,10304.89,2312493878.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.87,173200.00,0.75
1782389797.211114,2026-06-25T12:16:37.211Z,-187.51,-17.69,996.01,-3728.81,13627.08,-15780.89,73628.45,-27342.85,10306.83,2312594139.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1013.66,173200.00,0.75
1782389798.184227,2026-06-25T12:16:38.184Z,-188.12,-17.45,996.13,-3610.69,13557.08,-15780.89,73628.45,-27342.86,10308.78,2312813413.00,155596.00,825.00,20027.00,19968.00,19999.00,-0.61,1013.89,173200.00,0.75
1782389798.200861,2026-06-25T12:16:38.200Z,-187.88,-17.20,996.37,-3641.31,13596.45,-15785.26,73628.34,-27342.76,10310.27,2312913261.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.08,173200.00,0.75
1782389798.217212,2026-06-25T12:16:38.217Z,-187.88,-16.96,996.74,-3654.44,13543.95,-15789.64,73628.33,-27342.77,10312.21,2313013380.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.43,173953.00,0.75
1782389798.233653,2026-06-25T12:16:38.233Z,-187.76,-16.84,996.86,-3636.94,13570.20,-15767.76,73628.32,-27342.78,10314.16,2313113474.00,19999.00,20036.00,19962.00,19999.00,19999.00,-0.60,1014.53,173953.00,0.75
1782389798.250136,2026-06-25T12:16:38.250Z,-187.76,-16.71,997.23,-3636.94,13508.95,-15772.14,73628.31,-27342.80,10316.10,2313213467.00,20015.00,19983.00,20031.00,19968.00,19999.00,-0.60,1014.89,173953.00,0.75
1782389798.266744,2026-06-25T12:16:38.266Z,-187.51,-16.84,997.35,-3632.56,13522.08,-15776.51,73628.30,-27342.82,10318.05,2313313622.00,19999.00,19999.00,19999.00,19999.00,20047.00,-0.60,1014.96,173953.00,0.75
1782389798.282981,2026-06-25T12:16:38.283Z,-187.64,-17.08,997.35,-3597.56,13504.58,-15789.64,73628.29,-27342.83,10319.99,2313414040.00,19952.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.99,173953.00,0.75
1782389798.299518,2026-06-25T12:16:38.299Z,-187.51,-17.08,997.23,-3601.94,13587.70,-15772.14,73628.28,-27342.85,10321.94,2313513772.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.85,173953.00,0.75
1782389798.315937,2026-06-25T12:16:38.316Z,-187.76,-17.08,997.11,-3693.81,13600.83,-15767.76,73628.27,-27342.87,10323.88,2313614240.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.77,173953.00,0.75
1782389798.331103,2026-06-25T12:16:38.331Z,-187.51,-17.08,996.98,-3610.69,13570.20,-15807.14,73628.27,-27342.88,10325.82,2313714083.00,19999.00,19999.00,19999.00,19999.00,20005.00,-0.60,1014.61,173953.00,0.75
1782389799.305024,2026-06-25T12:16:39.305Z,-187.15,-16.96,997.35,-3615.06,13530.83,-15776.51,73628.27,-27342.89,10327.77,2313933068.00,155711.00,3209.00,19999.00,19999.00,19999.00,-0.60,1014.90,173953.00,0.75
1782389799.320993,2026-06-25T12:16:39.321Z,-187.15,-16.59,997.47,-3606.31,13539.58,-15802.76,73628.16,-27342.81,10329.31,2314033333.00,19999.00,19999.00,19999.00,19999.00,20000.00,-0.60,1015.01,173953.00,0.75
1782389799.337602,2026-06-25T12:16:39.337Z,-187.03,-16.47,997.72,-3636.94,13570.20,-15785.26,73628.15,-27342.83,10331.25,2314133670.00,19998.00,19999.00,20022.00,19977.00,20025.00,-0.59,1015.23,173332.00,0.75
1782389799.353889,2026-06-25T12:16:39.354Z,-187.03,-16.47,997.72,-3636.94,13535.20,-15802.76,73628.14,-27342.85,10333.20,2314233809.00,20013.00,19959.00,19999.00,19999.00,19999.00,-0.59,1015.23,173332.00,0.75
1782389799.37053,2026-06-25T12:16:39.370Z,-186.90,-16.71,997.72,-3645.69,13561.45,-15811.51,73628.13,-27342.87,10335.14,2314333711.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.21,173332.00,0.75
1782389799.38689,2026-06-25T12:16:39.386Z,-186.90,-16.59,997.84,-3658.81,13552.70,-15789.64,73628.13,-27342.89,10337.09,2314433895.00,19999.00,19999.00,19999.00,20012.00,19987.00,-0.59,1015.33,173332.00,0.75
1782389799.403474,2026-06-25T12:16:39.403Z,-187.15,-16.71,997.84,-3580.06,13600.83,-15767.76,73628.13,-27342.91,10339.03,2314533710.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.37,173332.00,0.75
1782389799.419665,2026-06-25T12:16:39.419Z,-187.27,-16.71,997.96,-3588.81,13526.45,-15785.26,73628.13,-27342.93,10340.97,2314633743.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.52,173332.00,0.75
1782389799.436099,2026-06-25T12:16:39.436Z,-187.15,-16.71,998.08,-3628.19,13561.45,-15789.64,73628.13,-27342.95,10342.91,2314734102.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.61,173332.00,0.75
1782389799.451369,2026-06-25T12:16:39.451Z,-187.15,-16.59,998.20,-3593.19,13578.95,-15776.51,73628.13,-27342.97,10344.85,2314834413.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.73,173332.00,0.75
1782389800.424398,2026-06-25T12:16:40.424Z,-186.66,-16.47,998.20,-3724.44,13697.08,-15802.76,73628.13,-27342.99,10346.79,2315053405.00,156033.00,2891.00,20005.00,19993.00,19999.00,-0.59,1015.64,173332.00,0.75
1782389800.440877,2026-06-25T12:16:40.440Z,-186.78,-16.47,998.08,-3755.06,13688.33,-15767.76,73628.01,-27342.92,10348.31,2315153299.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.54,173332.00,0.75
1782389800.45741,2026-06-25T12:16:40.457Z,-186.78,-16.47,997.84,-3785.69,13692.70,-15829.01,73627.99,-27342.95,10350.25,2315253412.00,20004.00,19995.00,19999.00,19999.00,19999.00,-0.59,1015.30,173023.00,0.75
1782389800.473906,2026-06-25T12:16:40.474Z,-186.66,-16.59,997.84,-3842.56,13710.20,-15798.39,73627.99,-27342.97,10352.19,2315353615.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.28,173023.00,0.75
1782389800.490432,2026-06-25T12:16:40.490Z,-186.78,-16.59,998.08,-3785.69,13710.20,-15780.89,73627.99,-27343.00,10354.12,2315453553.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.54,173023.00,0.75
1782389800.506882,2026-06-25T12:16:40.506Z,-186.78,-16.59,998.20,-3720.06,13653.33,-15824.64,73627.98,-27343.02,10356.06,2315553955.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.66,173023.00,0.75
1782389800.522965,2026-06-25T12:16:40.523Z,-186.90,-16.59,998.45,-3702.56,13657.70,-15794.01,73627.98,-27343.05,10358.00,2315653671.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.93,173023.00,0.75
1782389800.539429,2026-06-25T12:16:40.539Z,-186.78,-16.59,998.20,-3746.31,13635.83,-15802.76,73627.98,-27343.08,10359.93,2315754137.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.66,173023.00,0.75
1782389800.555883,2026-06-25T12:16:40.555Z,-186.66,-16.59,998.20,-3790.06,13644.58,-15772.14,73627.98,-27343.11,10361.87,2315853874.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.64,173023.00,0.75
1782389800.571141,2026-06-25T12:16:40.571Z,-186.78,-16.59,998.20,-3755.06,13697.08,-15794.01,73627.98,-27343.14,10363.80,2315954206.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.66,173023.00,0.75
1782389801.564674,2026-06-25T12:16:41.564Z,-187.64,-16.59,998.20,-3790.06,13688.33,-15759.01,73627.99,-27343.16,10365.73,2316193421.00,155670.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.82,173023.00,0.75
1782389801.580983,2026-06-25T12:16:41.581Z,-187.64,-16.59,997.96,-3807.56,13692.70,-15780.89,73627.99,-27343.19,10367.67,2316293144.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.58,172645.00,0.75
1782389801.602758,2026-06-25T12:16:41.602Z,-187.64,-16.71,997.72,-3781.31,13701.45,-15780.89,73627.99,-27343.22,10369.60,2316393664.00,19999.00,19999.00,19999.00,20037.00,19962.00,-0.60,1015.34,172645.00,0.75
1782389801.613681,2026-06-25T12:16:41.613Z,-187.64,-16.84,997.72,-3733.19,13683.95,-15767.76,73627.99,-27343.25,10371.53,2316493681.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.35,172645.00,0.75
1782389801.630318,2026-06-25T12:16:41.630Z,-187.64,-16.84,997.35,-3763.81,13701.45,-15780.89,73628.00,-27343.28,10373.46,2316593620.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1014.99,172645.00,0.75
1782389801.646827,2026-06-25T12:16:41.646Z,-187.39,-16.71,997.47,-3820.69,13753.95,-15785.26,73628.01,-27343.31,10375.39,2316693643.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.06,172645.00,0.75
1782389801.663243,2026-06-25T12:16:41.663Z,-187.64,-16.84,997.59,-3838.19,13718.95,-15780.89,73628.02,-27343.34,10377.32,2316793669.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.23,172645.00,0.75
1782389801.67967,2026-06-25T12:16:41.679Z,-187.39,-16.71,997.72,-3842.56,13732.08,-15763.39,73628.02,-27343.36,10379.25,2316893781.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.30,172645.00,0.75
1782389801.696149,2026-06-25T12:16:41.696Z,-187.51,-16.59,997.84,-3781.31,13736.45,-15780.89,73628.04,-27343.39,10381.18,2316994018.00,20028.00,19971.00,19999.00,19999.00,19999.00,-0.60,1015.44,172645.00,0.75
1782389801.71231,2026-06-25T12:16:41.712Z,-187.39,-16.71,997.96,-3811.94,13710.20,-15776.51,73628.05,-27343.41,10383.11,2317094339.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.54,172645.00,0.75
1782389802.703615,2026-06-25T12:16:42.703Z,-187.39,-16.96,997.96,-3610.69,13552.70,-15780.89,73628.06,-27343.44,10385.04,2317333431.00,155911.00,19996.00,19999.00,19999.00,19999.00,-0.60,1015.54,172645.00,0.75
1782389802.720459,2026-06-25T12:16:42.720Z,-187.15,-16.84,998.08,-3615.06,13578.95,-15780.89,73628.08,-27343.46,10386.97,2317433521.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.62,174943.00,0.75
1782389802.736937,2026-06-25T12:16:42.737Z,-187.39,-16.84,997.96,-3619.44,13565.83,-15789.64,73628.09,-27343.48,10388.90,2317533310.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.54,174943.00,0.75
1782389802.753361,2026-06-25T12:16:42.753Z,-187.15,-16.96,997.96,-3680.69,13570.20,-15794.01,73628.11,-27343.50,10390.83,2317633796.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.50,174943.00,0.75
1782389802.769782,2026-06-25T12:16:42.769Z,-187.03,-16.84,998.08,-3702.56,13548.33,-15802.76,73628.13,-27343.52,10392.76,2317733565.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.59,174943.00,0.75
1782389802.786475,2026-06-25T12:16:42.786Z,-187.15,-16.84,998.08,-3636.94,13548.33,-15759.01,73628.15,-27343.53,10394.69,2317833574.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.62,174943.00,0.75
1782389802.802703,2026-06-25T12:16:42.802Z,-187.39,-16.59,998.20,-3553.81,13504.58,-15794.01,73628.17,-27343.55,10396.62,2317933908.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.78,174943.00,0.75
1782389802.819156,2026-06-25T12:16:42.819Z,-187.39,-16.59,998.20,-3654.44,13561.45,-15811.51,73628.20,-27343.57,10398.55,2318033911.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.78,174943.00,0.75
1782389802.835713,2026-06-25T12:16:42.835Z,-187.39,-16.59,998.33,-3601.94,13504.58,-15820.26,73628.22,-27343.59,10400.48,2318134290.00,19999.00,19999.00,19999.00,19999.00,20045.00,-0.60,1015.90,174943.00,0.75
1782389802.850966,2026-06-25T12:16:42.851Z,-187.27,-16.59,998.33,-3619.44,13583.33,-15802.76,73628.23,-27343.61,10402.41,2318233966.00,19954.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.87,174943.00,0.75
1782389803.84425,2026-06-25T12:16:43.844Z,-187.03,-16.35,998.45,-3868.81,13797.70,-15772.14,73628.24,-27343.64,10404.33,2318473440.00,155432.00,19997.00,19999.00,19999.00,19999.00,-0.59,1015.95,174943.00,0.75
1782389803.860704,2026-06-25T12:16:43.860Z,-187.03,-16.35,998.57,-3899.44,13806.45,-15745.89,73628.26,-27343.66,10406.26,2318573173.00,20006.00,19993.00,19999.00,19999.00,19999.00,-0.59,1016.07,178700.00,0.75
1782389803.876917,2026-06-25T12:16:43.877Z,-186.90,-16.35,998.45,-3903.81,13780.20,-15789.64,73628.27,-27343.68,10408.19,2318673502.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.92,178700.00,0.75
1782389803.893817,2026-06-25T12:16:43.894Z,-187.03,-16.23,998.33,-3921.31,13788.95,-15776.51,73628.29,-27343.70,10410.11,2318773604.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.82,178700.00,0.75
1782389803.91025,2026-06-25T12:16:43.910Z,-187.03,-16.10,998.45,-3855.69,13762.70,-15763.39,73628.30,-27343.73,10412.03,2318873560.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.94,178700.00,0.75
1782389803.926197,2026-06-25T12:16:43.926Z,-186.78,-16.35,998.20,-3873.19,13806.45,-15754.64,73628.32,-27343.75,10413.96,2318973572.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.66,178700.00,0.75
1782389803.942743,2026-06-25T12:16:43.942Z,-186.66,-16.47,997.96,-3877.56,13793.33,-15785.26,73628.34,-27343.77,10415.88,2319074051.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.40,178700.00,0.75
1782389803.959198,2026-06-25T12:16:43.959Z,-186.78,-16.71,997.84,-3868.81,13815.20,-15767.76,73628.37,-27343.79,10417.80,2319174099.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.31,178700.00,0.75
1782389803.975739,2026-06-25T12:16:43.975Z,-186.66,-16.47,997.96,-3908.19,13775.83,-15780.89,73628.39,-27343.81,10419.73,2319273956.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.59,1015.40,178700.00,0.75
1782389803.991051,2026-06-25T12:16:43.991Z,-186.78,-16.59,997.84,-3833.81,13819.58,-15785.26,73628.42,-27343.82,10421.65,2319373977.00,19999.00,20025.00,19973.00,19999.00,19999.00,-0.59,1015.30,178700.00,0.75
1782389804.984204,2026-06-25T12:16:44.984Z,-187.76,-16.84,997.84,-3667.56,13565.83,-15754.64,73628.45,-27343.84,10423.58,2319613328.00,155547.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.49,178700.00,0.75
1782389805.001238,2026-06-25T12:16:45.001Z,-187.76,-16.84,997.96,-3636.94,13565.83,-15811.51,73628.48,-27343.85,10425.50,2319713176.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.61,173926.00,0.75
1782389805.017199,2026-06-25T12:16:45.017Z,-187.64,-16.84,997.96,-3580.06,13522.08,-15772.14,73628.51,-27343.87,10427.43,2319813268.00,19999.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.59,173926.00,0.75
1782389805.033437,2026-06-25T12:16:45.033Z,-187.64,-16.96,997.59,-3597.56,13526.45,-15767.76,73628.53,-27343.87,10429.36,2319913363.00,19999.00,19999.00,19999.00,19999.00,20022.00,-0.60,1015.23,173926.00,0.75
1782389805.050146,2026-06-25T12:16:45.050Z,-187.76,-16.96,997.59,-3636.94,13508.95,-15802.76,73628.56,-27343.88,10431.29,2320013557.00,19977.00,19999.00,19999.00,19999.00,19999.00,-0.60,1015.25,173926.00,0.75
